Area,Oxygen,Temperature,Humidity,Fire Occurrence
8691,56,35,2,0
7737,43,41,41,0
9671,89,26,37,0
4382,11,83,38,1
2847,29,23,2,0
9507,72,41,100,1
8756,48,25,71,1
3836,97,67,82,1
6197,84,89,24,1
8681,64,80,2,0
5845,79,57,90,1
3656,96,53,84,1
1222,29,97,78,1
8329,64,66,41,0
6327,57,49,22,0
7622,72,33,63,0
7426,16,41,56,1
7809,2,22,72,1
1880,54,64,12,0
2882,2,79,16,1
8692,5,14,40,1
1953,19,31,54,1
6879,65,81,9,1
13,58,77,45,0
3496,99,11,60,0
7369,5,12,15,1
6515,40,49,83,1
8735,90,19,84,1
6681,72,40,12,0
552,27,94,40,1
1586,55,79,14,0
5698,65,66,22,0
4257,60,13,67,0
1312,92,60,26,0
5414,29,34,38,0
4176,46,81,95,1
2986,84,73,87,1
6467,33,77,40,0
1454,28,73,3,0
3167,71,90,50,1
1011,2,12,61,1
9769,94,39,28,0
1324,3,30,47,1
9614,8,62,5,1
1902,73,88,96,1
3755,38,42,63,0
1305,19,6,34,1
2759,27,91,77,1
7910,60,24,57,0
8624,30,40,13,0
5767,8,1,56,1
8960,45,85,41,1
1308,89,10,44,0
2121,49,42,5,0
8941,24,35,19,0
8582,19,65,69,1
9085,21,16,6,0
6733,35,70,22,0
1970,41,93,100,1
5411,44,15,6,0
5605,49,19,83,1
4768,49,17,70,0
4255,24,54,3,0
4738,43,36,63,0
2940,100,73,81,1
6370,73,29,2,0
7247,68,61,16,0
8285,44,64,45,0
363,71,79,98,1
7072,53,49,13,0
484,93,58,21,0
7856,52,87,63,1
6991,78,37,44,0
5625,49,9,83,1
8887,71,100,23,1
1078,15,77,30,1
6585,66,59,70,0
5040,87,9,38,0
5496,52,83,2,1
6979,26,96,54,1
5253,28,93,11,1
2223,78,4,65,0
3480,11,82,47,1
7071,98,95,90,1
1188,89,93,14,1
7369,75,65,9,0
9631,94,68,13,0
3390,21,41,20,0
3268,80,10,58,0
8762,45,73,59,0
9301,29,65,8,0
5490,54,65,81,1
1683,67,40,85,1
7932,71,39,39,0
6132,42,18,80,1
4122,90,62,69,0
9221,96,98,87,1
2630,42,24,96,1
5815,92,46,85,1
3737,79,78,34,0
9642,93,75,5,0
2314,83,88,6,1
3169,80,14,69,0
8518,88,85,75,1
2544,92,90,25,1
4254,30,28,74,1
7010,63,82,13,1
600,17,39,96,1
6405,75,36,86,1
8112,57,41,27,0
9593,70,15,18,0
3315,96,19,13,0
5616,16,100,71,1
8805,26,76,60,0
4670,13,62,96,1
2431,83,20,48,0
3816,17,29,85,1
8599,25,97,97,1
1780,99,68,4,0
8532,61,73,77,1
1585,43,22,14,0
6103,21,77,79,1
8990,35,15,83,1
1419,77,31,93,1
4009,67,93,49,1
5856,3,36,75,1
4235,3,78,40,1
8710,99,51,23,0
6244,43,93,60,1
9153,21,16,3,0
8530,38,49,25,0
3029,83,89,9,1
6008,38,11,28,0
9841,86,16,61,0
9931,50,58,62,0
2039,44,85,51,1
906,85,13,12,0
5211,73,47,18,0
9437,72,2,2,0
1357,53,66,67,0
3627,93,38,28,0
1273,97,65,1,0
8211,59,8,61,0
5619,91,19,51,0
5355,51,76,24,0
2368,77,57,51,0
2261,82,96,3,1
8123,11,52,47,1
1593,58,27,91,1
5258,65,46,53,0
3931,14,63,75,1
2834,54,15,80,1
8714,100,24,48,0
9030,20,34,55,0
8013,87,69,15,0
760,58,84,15,1
231,73,57,77,1
7292,29,33,69,0
5906,74,25,13,0
2697,98,62,18,0
4623,70,2,56,0
9040,64,27,82,1
6784,78,37,64,0
9877,94,39,17,0
4982,97,75,15,0
8950,75,71,6,0
7898,87,93,59,1
4936,26,56,25,0
2224,100,8,98,1
5328,65,21,9,0
6356,84,32,95,1
7141,14,24,44,1
2011,90,16,81,1
9835,76,24,16,0
8286,81,81,53,1
3850,94,33,61,0
7166,31,59,3,0
3546,93,23,78,1
6798,100,79,72,1
9603,11,52,89,1
5016,19,79,16,1
5997,98,84,15,1
4032,77,37,64,0
3722,27,32,48,0
917,29,94,75,1
7397,98,4,22,0
2621,45,73,28,0
7140,51,76,47,0
8944,40,44,79,1
8909,84,27,90,1
1089,79,3,34,0
6997,87,78,89,1
8585,70,50,54,0
1745,21,59,97,1
5241,85,40,17,0
9038,81,22,12,0
7226,37,51,50,0
2294,26,12,31,0
3365,15,52,6,1
8956,31,74,82,1
3623,7,78,70,1
7800,10,80,31,1
5959,53,43,91,1
6266,29,70,25,0
8074,32,61,14,0
391,84,78,20,0
8638,71,54,80,1
2535,23,28,100,1
873,18,61,90,1
5305,30,1,80,1
4149,76,37,74,1
7420,30,56,2,0
6225,61,45,100,1
5377,42,47,56,0
3900,3,58,49,1
5046,75,63,24,0
112,74,48,61,0
1252,47,91,92,1
5885,80,24,72,1
6111,78,92,89,1
9426,97,96,96,1
9121,56,76,63,0
1249,77,3,41,0
3668,38,39,57,0
7710,39,44,34,0
6513,14,63,75,1
691,4,54,69,1
5629,79,4,66,0
2396,87,37,69,0
9939,80,47,7,0
471,51,5,85,1
7244,16,88,62,1
5593,23,32,59,0
3126,29,6,5,0
6692,90,35,16,0
891,44,99,16,1
545,21,61,81,1
3065,38,90,8,1
5176,96,87,18,1
8076,77,53,56,0
439,56,71,79,1
8831,3,85,3,1
6499,41,39,76,1
7296,18,48,38,1
6804,28,51,25,0
1357,3,83,70,1
9053,54,73,32,0
4497,52,11,50,0
9519,58,23,63,0
8824,29,43,54,0
1362,19,9,16,1
9588,85,1,80,1
3422,94,85,26,1
9616,59,59,92,1
1209,67,95,84,1
4341,61,8,5,0
7334,7,97,6,1
9632,69,45,32,0
7187,39,61,90,1
2646,71,98,2,1
7872,68,59,24,0
6638,23,1,71,1
7029,72,4,77,1
1710,12,18,55,1
5957,88,28,59,0
9614,1,67,59,1
9900,94,12,8,0
8064,56,31,3,0
350,87,87,68,1
2392,39,14,34,0
3929,57,16,65,0
3449,18,12,15,1
3270,46,16,23,0
8019,60,57,74,1
4436,58,89,51,1
9008,54,84,14,1
2994,66,63,30,0
2984,82,8,37,0
7043,94,53,39,0
9416,2,84,79,1
5959,20,3,70,0
7469,47,30,29,0
2040,29,100,69,1
6108,3,19,94,1
7636,6,74,77,1
2726,4,86,2,1
177,73,63,89,1
5527,10,34,98,1
1077,30,84,52,1
5708,67,65,42,0
9084,28,46,94,1
5486,56,67,21,0
241,97,31,2,0
7651,63,50,49,0
7580,95,84,97,1
7066,39,86,100,1
4691,69,99,30,1
9449,79,68,98,1
8476,88,9,94,1
7023,30,92,36,1
1637,22,56,32,0
9628,30,48,69,0
6111,93,18,67,0
7451,32,25,53,0
8343,64,48,5,0
9008,72,97,16,1
701,41,60,4,0
2302,38,93,94,1
8681,63,25,47,0
4484,62,39,45,0
1900,95,42,51,0
6229,96,51,100,1
8643,39,69,73,1
6553,26,35,32,0
4597,7,39,29,1
940,81,49,6,0
1481,69,44,77,1
8637,60,75,99,1
5409,53,7,96,1
6455,24,87,13,1
8272,77,51,7,0
7246,90,49,79,1
2690,32,45,16,0
3443,91,57,58,0
4041,36,31,46,0
29,68,90,45,1
2908,64,23,84,1
7423,57,25,73,1
5526,42,46,73,1
2050,81,37,47,0
657,40,6,70,0
4033,21,88,4,1
3372,49,24,82,1
2740,40,17,12,0
1902,18,57,48,1
9967,12,45,14,1
5917,8,85,29,1
7245,43,25,18,0
5043,41,77,57,0
6619,100,48,14,0
9442,34,40,68,0
4703,60,22,9,0
650,54,58,62,0
1993,15,20,76,1
6379,100,71,74,1
4457,77,79,6,0
523,26,69,2,0
4563,23,47,9,0
1076,77,35,21,0
5890,28,92,49,1
7765,11,81,26,1
2093,32,64,90,1
1573,78,4,73,1
8211,32,42,96,1
8646,89,46,36,0
4629,21,25,90,1
9341,66,74,62,0
8662,50,68,95,1
1621,56,46,81,1
4184,86,92,7,1
5023,46,21,93,1
3044,10,59,50,1
7220,69,47,47,0
2633,89,2,58,0
5438,51,94,64,1
2860,76,41,53,0
1629,12,71,51,1
933,38,86,57,1
5954,99,82,60,1
8349,87,95,59,1
856,58,66,68,0
1332,82,23,48,0
4867,48,4,95,1
150,50,53,54,0
5670,5,13,17,1
605,86,92,15,1
6103,19,6,8,1
3720,90,85,78,1
3698,55,73,63,0
4068,2,16,12,1
2766,100,47,61,0
7977,44,97,17,1
2851,47,16,68,0
2302,81,78,5,0
5756,90,84,44,1
6345,33,33,27,0
8903,90,67,87,1
1095,7,40,97,1
721,96,64,72,1
1687,76,13,86,1
6114,72,80,84,1
7926,96,73,7,0
5050,36,27,91,1
6699,44,59,11,0
7444,66,68,18,0
28,64,24,36,0
2575,83,64,20,0
2603,49,86,93,1
584,30,72,14,0
1189,8,20,92,1
6166,83,26,50,0
7308,97,82,2,1
5368,27,18,29,0
1957,5,50,53,1
7073,96,18,81,1
1076,91,86,37,1
9112,54,58,56,0
9129,62,6,78,1
1788,56,54,90,1
6740,86,91,64,1
1546,85,44,72,1
2715,46,29,87,1
5619,71,50,15,0
6613,12,2,66,1
8834,1,69,75,1
580,54,75,100,1
7556,81,52,78,1
1733,14,55,6,1
6542,23,8,56,0
550,81,72,96,1
375,5,77,27,1
5479,98,33,22,0
7327,68,94,41,1
1476,29,25,98,1
29,87,91,7,1
2755,11,15,16,1
72,9,10,78,1
2569,62,36,66,0
9870,79,9,28,0
2158,67,75,64,0
54,84,41,94,1
4804,32,2,97,1
8367,80,7,29,0
7775,74,56,18,0
5884,4,61,41,1
7622,18,84,12,1
9240,3,7,70,1
5554,33,44,7,0
3335,88,57,24,0
5214,74,80,88,1
67,11,57,78,1
2929,14,5,47,1
7546,69,85,79,1
6444,36,36,22,0
6324,3,46,18,1
4370,14,33,56,1
9099,77,74,85,1
459,64,28,64,0
332,60,45,23,0
8698,68,38,49,0
916,48,74,26,0
7562,91,80,36,0
6767,76,45,50,0
7492,42,100,54,1
4817,52,95,78,1
4143,54,67,79,1
4717,3,12,66,1
7189,4,29,70,1
6450,24,31,72,1
9583,14,84,33,1
6686,5,86,65,1
2729,27,42,58,0
6265,75,71,27,0
8888,92,47,36,0
4620,47,91,61,1
8190,17,27,95,1
7615,26,76,41,0
1876,30,51,53,0
2446,34,51,71,1
2875,96,5,10,0
6626,90,59,7,0
8957,100,85,52,1
68,33,47,71,1
2585,79,49,87,1
2857,83,84,93,1
474,64,57,32,0
9753,75,90,20,1
9501,99,81,48,1
6171,61,88,5,1
216,70,77,44,0
5909,88,92,32,1
2477,20,74,12,0
5795,94,51,90,1
2569,70,55,59,0
3980,71,14,35,0
869,95,42,100,1
7432,23,98,13,1
7548,83,1,25,0
5382,5,61,3,1
6686,80,3,48,0
7290,15,83,36,1
8811,11,15,69,1
932,24,90,92,1
2809,52,5,80,1
9108,63,38,61,0
3668,46,86,80,1
9729,17,40,19,1
41,94,77,2,0
1834,9,35,36,1
6500,95,100,26,1
5925,1,50,27,1
5684,49,17,9,0
6785,75,36,14,0
8572,44,66,53,0
4807,99,74,23,0
8783,83,14,90,1
3872,59,53,2,0
8198,68,57,20,0
9056,12,26,91,1
5720,43,60,66,0
3630,1,92,20,1
5326,1,78,52,1
8524,98,46,51,0
4124,85,38,11,0
6797,68,84,15,1
5412,37,8,45,0
8151,92,1,49,0
8419,94,34,6,0
8195,85,69,80,1
8028,21,50,84,1
9542,25,33,95,1
4042,62,38,1,0
5934,87,89,3,1
8114,10,80,78,1
670,42,89,94,1
480,89,14,27,0
9164,7,71,6,1
7240,24,24,99,1
5882,75,3,83,1
5316,81,24,17,0
332,17,97,98,1
5022,85,83,80,1
2514,81,55,57,0
5375,19,21,68,1
5830,19,40,8,1
3549,97,91,5,1
6505,74,11,96,1
3512,54,11,66,0
4721,3,49,3,1
9935,89,17,67,0
1894,34,5,10,0
8655,15,57,21,1
1887,90,86,44,1
9700,42,66,87,1
6626,14,67,98,1
8355,15,21,24,1
4587,60,17,99,1
9069,52,86,2,1
4010,8,60,100,1
8268,9,98,15,1
7511,52,78,84,1
3341,54,32,52,0
2212,73,56,87,1
7534,48,56,90,1
6460,75,12,2,0
720,2,7,95,1
4167,82,87,60,1
7916,87,87,5,1
1988,43,39,36,0
3667,98,27,39,0
2393,54,92,61,1
5585,91,74,3,0
4218,78,38,35,0
7429,49,21,14,0
3706,38,88,53,1
111,14,9,5,1
4075,71,88,88,1
676,79,83,50,1
8817,10,55,47,1
4916,15,6,4,1
3543,10,39,47,1
6906,18,57,40,1
3073,60,36,92,1
5473,84,44,48,0
1283,46,12,66,0
6932,36,12,22,0
1357,62,10,62,0
1764,71,85,44,1
4871,72,23,23,0
5052,29,16,4,0
6312,29,24,19,0
6707,98,27,89,1
4915,7,62,39,1
6298,14,81,34,1
2051,42,89,73,1
4608,34,13,6,0
4536,77,28,75,1
5229,45,53,25,0
2269,46,56,41,0
90,28,59,41,0
9565,73,50,15,0
7197,12,64,27,1
3137,44,54,56,0
5469,16,8,31,1
7610,56,60,97,1
7839,100,85,53,1
4526,70,85,44,1
1068,63,65,71,1
6299,79,55,20,0
6991,1,91,94,1
2074,22,25,81,1
7492,82,7,73,1
1004,90,30,91,1
4856,72,63,42,0
9829,55,39,22,0
7478,35,92,32,1
8193,34,35,24,0
3901,41,43,47,0
4590,88,68,60,0
8248,61,81,40,1
4144,47,93,18,1
9270,77,75,51,0
3119,74,31,11,0
6421,88,57,48,0
2252,40,32,60,0
5215,34,94,13,1
5033,12,30,41,1
6752,74,46,73,1
5878,87,83,63,1
4268,43,80,9,0
8258,64,43,59,0
37,57,68,3,0
7093,61,64,6,0
6860,67,87,4,1
4949,9,83,12,1
1530,87,18,99,1
8501,59,46,86,1
3731,89,52,26,0
9298,23,100,13,1
2829,10,11,13,1
6002,82,39,93,1
6891,9,37,53,1
6635,39,31,61,0
835,61,73,25,0
7575,98,44,81,1
8392,83,10,38,0
8986,57,3,2,0
7111,65,78,90,1
7955,48,31,13,0
9751,28,79,35,0
7382,57,75,17,0
8128,3,100,83,1
1833,74,21,37,0
262,75,39,39,0
3873,98,88,49,1
9346,44,86,50,1
7605,51,99,66,1
7359,57,2,80,1
5580,23,4,22,0
2191,12,57,74,1
7674,64,96,50,1
8186,76,50,35,0
3125,15,19,66,1
6901,75,59,85,1
6943,81,99,49,1
8531,12,61,49,1
2199,82,40,15,0
7446,95,52,48,0
7169,73,35,31,0
385,89,55,83,1
8131,61,97,72,1
9099,50,26,27,0
1730,72,77,37,0
8280,8,83,96,1
7620,57,67,6,0
3925,40,55,53,0
9404,70,99,6,1
106,42,97,70,1
8258,81,3,44,0
5411,5,13,62,1
1529,97,18,84,1
3209,59,8,37,0
6982,30,91,89,1
5264,17,83,81,1
6875,50,70,4,0
613,22,88,88,1
8002,89,23,27,0
8538,70,92,54,1
6255,16,61,4,1
8162,35,38,75,1
9569,93,70,43,0
3393,56,7,33,0
6629,89,89,79,1
9907,23,33,59,0
2770,16,66,12,1
6775,10,64,48,1
6975,61,11,76,1
9544,91,56,68,0
7145,50,34,16,0
8444,79,55,10,0
7093,67,41,64,0
1866,85,8,24,0
1779,52,55,3,0
390,50,13,43,0
5621,57,44,47,0
1344,81,9,34,0
7181,93,16,70,0
3930,85,73,16,0
5826,84,78,98,1
8800,36,1,84,1
3122,67,72,2,0
1646,94,71,75,1
3923,26,82,53,1
2871,25,83,31,1
6224,61,99,44,1
7551,36,48,14,0
3841,24,97,49,1
2128,89,88,34,1
6102,50,16,33,0
4678,45,75,1,0
9518,32,80,48,0
3313,52,38,60,0
3384,60,69,18,0
3684,19,41,6,1
8339,20,66,30,0
9394,34,25,39,0
8069,26,32,12,0
2618,30,78,67,0
9687,94,47,41,0
3042,86,73,81,1
802,10,97,63,1
8652,9,56,96,1
9193,35,53,64,0
9175,18,50,28,1
8104,25,44,29,0
8531,30,48,54,0
9017,94,75,81,1
9970,70,56,77,1
9087,76,78,14,0
76,71,4,12,0
1770,87,2,49,0
7890,26,14,66,0
2283,17,97,27,1
9907,87,20,92,1
2055,85,77,11,0
4242,99,20,83,1
3381,91,79,53,0
8898,69,15,32,0
6786,11,38,60,1
2557,51,25,4,0
1332,27,3,38,0
3825,34,41,26,0
5148,93,100,65,1
8996,77,61,23,0
4847,99,37,34,0
5587,99,88,60,1
3259,60,71,88,1
1347,8,15,81,1
28,32,40,24,0
320,20,25,17,0
8596,25,28,49,0
4010,15,37,77,1
2525,60,44,29,0
9886,68,32,66,0
4723,73,51,41,0
4716,53,3,85,1
1663,40,37,93,1
1645,10,75,75,1
5326,87,32,84,1
1667,97,27,19,0
3999,65,60,4,0
6111,12,21,18,1
1566,84,58,91,1
3629,93,64,48,0
7940,3,98,38,1
3979,66,64,58,0
588,62,43,60,0
7085,20,9,69,0
3263,33,15,30,0
6489,76,33,55,0
2970,95,87,48,1
3909,48,50,82,1
4455,87,46,84,1
6160,64,1,43,0
2209,73,2,87,1
2837,63,84,31,1
744,3,96,62,1
4933,14,94,6,1
3819,55,82,37,1
1695,85,98,68,1
2037,34,32,5,0
7877,26,98,75,1
8517,68,45,60,0
2780,75,48,100,1
7248,63,81,72,1
6295,60,10,76,1
5409,35,32,43,0
489,13,8,96,1
7433,2,61,43,1
9275,93,17,39,0
4089,45,87,85,1
7308,12,38,17,1
4944,96,98,99,1
6319,33,74,50,0
1807,5,75,37,1
600,45,44,14,0
9674,10,86,22,1
4274,30,51,31,0
135,81,74,44,0
5108,47,6,11,0
5829,33,12,59,0
203,6,70,13,1
1173,94,42,56,0
23,45,32,93,1
2544,90,8,52,0
6724,69,55,27,0
7143,77,21,85,1
9244,53,89,51,1
671,64,57,98,1
9240,98,46,73,1
2058,59,43,67,0
557,64,52,67,0
1125,56,73,61,0
6818,39,35,74,1
1989,91,5,90,1
8672,74,63,71,1
8742,61,11,10,0
2710,38,26,4,0
905,81,33,57,0
6468,63,3,75,1
68,84,66,56,0
8053,50,94,99,1
8862,40,60,22,0
5274,14,42,42,1
5697,8,69,87,1
5393,55,75,49,0
1976,54,66,13,0
5076,38,94,51,1
2865,19,78,83,1
5366,15,85,35,1
8072,64,78,22,0
1087,100,84,24,1
3487,71,85,73,1
8403,23,96,84,1
4491,92,51,24,0
3207,25,9,72,1
3748,22,18,7,0
9811,53,2,64,0
2996,29,3,51,0
2619,23,79,71,1
1294,9,39,80,1
9988,64,97,74,1
9708,13,68,6,1
1594,98,22,69,0
2826,47,94,89,1
131,72,14,57,0
8019,11,84,72,1
2048,85,62,30,0
8076,42,69,96,1
657,86,37,7,0
7140,15,10,81,1
8513,48,39,20,0
8085,58,82,90,1
5488,5,79,40,1
3544,98,29,51,0
5176,83,40,32,0
4829,13,14,5,1
2179,96,69,64,0
5086,61,43,71,1
5670,82,48,67,0
6638,39,21,32,0
858,91,16,96,1
8627,48,86,68,1
2768,13,24,21,1
4912,95,93,8,1
8311,66,81,32,1
355,61,97,76,1
3031,13,94,65,1
9646,42,63,41,0
8840,30,73,7,0
8171,43,51,64,0
8827,3,8,40,1
5531,49,37,38,0
8208,92,95,69,1
459,52,87,26,1
3339,15,59,11,1
7201,93,80,89,1
9653,1,65,83,1
8706,66,98,92,1
5242,56,79,17,0
1280,45,46,69,0
132,13,74,25,1
1235,68,13,92,1
3739,24,58,67,0
5524,13,41,94,1
5270,86,41,26,0
7327,44,75,45,0
5960,83,62,37,0
8660,18,98,70,1
2389,17,86,75,1
2014,77,93,24,1
6459,60,87,88,1
6999,59,84,72,1
8811,59,38,24,0
1232,60,23,73,1
6407,47,61,24,0
5144,72,62,13,0
5126,24,48,86,1
4911,11,82,89,1
2392,53,75,81,1
7682,64,63,85,1
2065,72,12,60,0
2997,72,90,61,1
1935,29,9,60,0
798,60,28,16,0
8854,87,68,55,0
7611,76,64,91,1
7172,93,3,57,0
5201,25,17,46,0
2150,33,31,15,0
4100,56,87,96,1
9151,12,14,51,1
7320,62,49,9,0
696,68,44,43,0
568,64,87,86,1
8212,65,62,71,1
8355,36,93,5,1
3259,74,67,54,0
4792,80,47,55,0
115,3,87,31,1
2655,54,49,3,0
4224,78,75,88,1
266,17,13,75,1
8886,19,87,76,1
5100,17,85,9,1
9833,4,37,84,1
9841,58,81,65,1
3927,91,62,10,0
7254,30,86,3,1
6086,34,75,55,0
2340,26,56,86,1
8067,24,37,58,0
6153,58,6,87,1
6880,15,59,60,1
5921,70,14,81,1
2844,64,6,62,0
8015,41,39,69,0
5869,36,3,100,1
5074,24,9,78,1
3125,98,83,17,1
5568,93,12,49,0
5009,74,78,49,0
3084,75,67,56,0
9890,66,23,33,0
325,7,76,85,1
5368,39,13,83,1
7590,98,9,69,0
7639,89,56,71,1
8413,98,56,96,1
2020,40,77,69,0
5866,8,62,20,1
2396,17,14,62,1
5820,31,33,50,0
4436,73,39,87,1
4698,56,89,64,1
5824,28,12,24,0
8253,47,10,92,1
7559,92,58,96,1
3677,2,2,78,1
571,27,17,65,0
5919,34,75,8,0
4870,48,34,74,1
9904,40,21,88,1
816,69,76,84,1
3926,33,20,6,0
5246,35,78,96,1
6696,88,77,23,0
3493,57,15,20,0
4600,79,55,68,0
870,17,9,32,1
5998,96,28,93,1
6240,77,46,16,0
6969,38,4,66,0
4525,40,50,62,0
5024,44,59,83,1
5957,20,53,19,0
3442,84,71,19,0
8982,55,8,57,0
4320,63,33,51,0
3587,86,93,51,1
1444,72,12,98,1
6984,63,66,79,1
7976,41,58,35,0
9611,83,27,85,1
2957,76,88,69,1
7651,4,31,42,1
4906,58,65,17,0
9142,58,66,46,0
9078,25,58,43,0
3890,66,75,49,0
9851,46,48,37,0
3321,69,81,9,1
3481,74,32,32,0
635,44,63,46,0
2231,71,39,79,1
1603,1,9,71,1
795,32,52,94,1
9961,90,39,81,1
6458,95,10,60,0
1052,7,55,53,1
693,88,93,25,1
2358,17,14,55,1
8539,52,14,37,0
8051,78,32,96,1
3182,70,99,45,1
5606,49,97,20,1
4450,75,52,12,0
5222,56,48,44,0
514,93,49,65,0
3101,95,34,30,0
5140,58,100,21,1
5737,6,47,11,1
547,63,62,53,0
6621,21,39,60,0
2298,75,64,11,0
7034,23,23,19,0
6295,21,44,23,0
8463,87,20,78,1
8156,54,98,91,1
4223,86,54,27,0
1200,7,35,92,1
7634,55,45,86,1
5166,38,37,10,0
9161,13,58,47,1
9197,62,35,2,0
6883,57,49,100,1
2228,12,83,43,1
676,53,73,81,1
4836,89,31,92,1
7007,100,75,62,0
1827,25,98,31,1
1021,1,86,66,1
1218,59,1,85,1
8839,5,14,49,1
3925,7,72,57,1
6772,35,66,16,0
2495,81,99,99,1
1346,51,9,71,1
6810,88,22,65,0
5327,16,86,65,1
7299,47,71,42,0
8522,29,53,74,1
2391,15,60,39,1
6420,39,5,60,0
243,28,79,42,0
3505,22,42,82,1
8181,91,23,95,1
2706,2,28,60,1
2298,59,20,97,1
4766,41,59,89,1
3322,28,83,56,1
4928,83,64,84,1
7770,4,46,15,1
2946,94,6,54,0
5392,63,10,24,0
3884,27,83,59,1
6138,96,88,43,1
2053,9,99,73,1
6860,24,8,96,1
974,2,24,65,1
2964,2,55,69,1
5839,90,96,2,1
9980,55,5,72,1
4056,54,3,32,0
4542,45,69,51,0
3997,62,39,30,0
7463,17,94,32,1
2120,65,90,36,1
4631,46,97,99,1
8984,89,23,39,0
4294,26,27,29,0
1394,37,69,36,0
3827,13,28,74,1
7000,4,52,49,1
345,48,94,97,1
7746,25,39,74,1
9814,62,66,6,0
2838,46,55,92,1
3006,78,18,55,0
6598,7,85,25,1
1177,98,35,69,0
5394,62,76,50,0
8519,71,47,14,0
3330,20,91,57,1
4533,64,69,7,0
9842,29,27,57,0
1280,95,18,65,0
3647,94,97,61,1
26,76,2,51,0
9417,81,12,29,0
5309,9,37,64,1
7619,76,62,39,0
8487,91,7,27,0
5790,3,75,76,1
8520,53,5,100,1
3310,22,57,22,0
2393,61,68,39,0
9196,74,35,44,0
6733,30,13,27,0
4622,16,45,47,1
8203,99,28,42,0
2456,66,72,30,0
2969,86,67,32,0
5232,42,22,24,0
4911,20,65,53,0
2982,64,30,55,0
9536,70,54,1,0
4274,100,81,6,1
9025,32,88,17,1
8277,5,53,66,1
5138,86,60,74,1
1341,26,71,67,0
72,21,99,39,1
4714,95,96,33,1
1584,33,4,51,0
4511,66,70,37,0
820,14,27,66,1
2397,9,21,37,1
8030,21,45,61,0
4924,50,33,4,0
9306,44,12,45,0
9745,36,67,7,0
9514,45,91,21,1
5451,77,100,25,1
7147,75,99,72,1
8140,6,48,35,1
9225,27,13,35,0
1503,5,70,65,1
6886,35,92,14,1
2319,36,80,38,0
5104,40,98,15,1
2917,57,85,89,1
8957,49,94,94,1
1839,31,23,53,0
5710,38,26,45,0
3828,9,7,44,1
9516,43,96,75,1
7350,9,51,59,1
7061,16,28,83,1
2838,84,93,80,1
9447,41,51,33,0
6463,86,9,2,0
3828,7,40,9,1
7238,9,63,5,1
8812,55,75,90,1
1203,16,87,60,1
813,62,31,72,1
4902,25,42,42,0
3092,33,9,65,0
6190,38,21,65,0
5429,79,94,48,1
2204,61,91,38,1
6524,77,22,52,0
6609,80,10,69,0
5927,33,92,96,1
367,71,91,87,1
7179,53,11,71,1
5262,27,10,80,1
4878,98,84,48,1
4548,39,37,56,0
6180,42,10,32,0
2997,8,58,8,1
9982,99,65,7,0
6562,47,46,85,1
1976,90,16,75,1
1277,90,12,29,0
7326,36,3,74,1
333,35,67,87,1
3565,24,41,14,0
8982,100,47,21,0
3911,88,74,65,0
4411,44,25,22,0
8349,94,68,1,0
1867,47,79,100,1
2806,91,65,83,1
6621,29,37,85,1
2383,81,21,24,0
361,46,58,92,1
8667,1,59,39,1
7656,92,42,61,0
8036,92,60,13,0
360,7,56,4,1
3119,6,66,48,1
3650,32,89,16,1
8753,78,80,54,0
3715,54,56,99,1
6370,16,85,34,1
9156,83,27,27,0
5987,50,29,14,0
2061,71,68,70,0
902,27,1,49,0
6421,18,62,35,1
9440,6,24,8,1
21,40,14,63,0
8683,6,16,13,1
4209,41,34,37,0
189,39,31,9,0
77,25,29,83,1
8861,83,49,28,0
7754,46,71,4,0
414,52,73,56,0
2426,49,50,2,0
763,28,72,27,0
2733,60,34,68,0
8063,59,30,65,0
5572,33,19,24,0
1799,33,22,93,1
4444,55,28,79,1
816,36,99,18,1
4742,4,9,80,1
7926,13,60,47,1
8685,43,40,52,0
5031,93,92,77,1
2222,67,84,73,1
4647,71,86,94,1
5596,29,38,41,0
5361,82,100,5,1
423,4,5,55,1
3202,28,87,74,1
4412,22,82,53,1
3610,67,21,72,1
4058,46,91,48,1
9590,46,27,50,0
6301,43,97,11,1
1112,81,99,26,1
9877,99,100,31,1
6047,59,100,22,1
7639,61,85,38,1
252,86,91,100,1
2788,86,88,8,1
7170,21,23,93,1
9626,3,32,100,1
9665,18,63,45,1
9945,94,34,86,1
149,57,2,86,1
7629,100,90,64,1
9304,20,85,10,1
4445,52,75,88,1
7623,63,48,21,0
3928,65,40,10,0
9583,24,10,79,1
7278,9,57,21,1
7980,90,11,37,0
812,74,18,63,0
4703,19,72,22,1
6244,61,97,59,1
6015,27,44,58,0
5950,82,56,53,0
9632,41,50,69,0
361,54,68,22,0
6542,17,10,86,1
1280,33,46,78,1
3090,22,28,16,0
4474,32,92,40,1
5714,56,30,17,0
2850,19,4,52,1
1525,48,29,35,0
8834,66,52,69,0
6963,97,78,92,1
3752,13,52,64,1
2356,86,57,55,0
2744,11,57,50,1
7654,3,32,65,1
9507,51,19,74,1
8004,85,1,8,0
4707,56,33,74,1
2996,37,34,32,0
3220,60,13,15,0
1040,10,75,3,1
9063,4,60,92,1
8932,38,9,81,1
8075,42,81,41,1
1894,92,26,72,1
5513,92,24,70,0
8864,73,56,79,1
8424,77,32,63,0
299,40,6,18,0
7851,73,33,71,1
6405,62,35,5,0
1828,3,22,51,1
5004,26,56,53,0
